rating,review-title,Comments,Label
10,Well Made With Some Wrong choice But Good Content,"There Two reasons to get So Much Hype first one is Sandeep Reddy vanga and how Sandeep shows Ranbir. Animal is strong in Acting, Music, Action, Casting, and the only problem audience will feel is length even director did know but its still there, he also know some of the audience won't be bother with length. Ranbir is terrific, Anil and Bobby definitely needs mention, both actress are good, Sandeep Did brilliant job in all aspects but he wanted to show some scenes to audience whether they like it or not. Sandeep makes you thrive for more him as his characterisations Awesome
I DID LIKE THIS MOVIE BUT WANTED MORE HOPE WE GET ;) IN NEXT.",positive
1,Why bollywood portrait Particular religion as Negative shade?,"This movie was Worst,Encourage uneducated persons, Younger generation to became mad like this. If you have money no need to follow laws, dont respect others, in this director portrait all women as slave. Also why negative character as particular religion in this case they converted religion. It just cause hatred between two religions. I think bollywood somehow make happy particular poisned audience by these kind of negative shades. Violence is the only part the movie. Positive in this movie was missing. If director will try to convey relationship Bonding between busy dad and kind children in alternate way it will better.",negative
1,OverHyped Film is boring after first 5-10 mins. Waste of time.,"Film is boring after first 5-10 mins. Waste of time. Overhyped. Trailer is the storyline. No Story. Only starcast was good. The movie makes no sense. Hero suffering from Daddy issues (Only violence - that too unrealistic), hero disrespecting the state CM, carrying machine gun to college, to offices, WTF. Villain killing people at his marriage. Movie duration is 3+ hours.Film is boring after first 5-10 mins. Waste of time. Overhyped. Trailer is the storyline. No Story. Only starcast was good. The movie makes no sense. Hero suffering from Daddy issues (Only violence - that too unrealistic), hero disrespecting the state CM, carrying machine gun to college, to offices, WTF. Villain killing people at his marriage. Movie duration is 3+ hours.",negative
9,This will divide the audiences.,"If you are reactive to sensitive topics, stay clear. Try and appreciate the art and direction of the film. This isn't just for Bollywood. This is for cinema. This is for the broken noses, scars, wounds, hearts and dreams. Sometimes your favourite genre film lies within you. This is one of those moments. You either like it or you don't. You either get it or you don't.Violence, love, comedy, obsession, family, heartbreak and toxicity - mish mashed together resulting in an explosion leaving chaotic debris or beautiful art. You choose. The reviews and critics will be split. The script is untidy but done with great skill. This is a traditional and relatable family saga that touches on father and son relationships. It touches on mental health and childhood trauma, which are often taboo topics in South Asian families. The film has heart, as does the soundtrack.Ranbir owned the role and covered various stages of the character's life superbly. Every actor in Bollywood (and perhaps beyond) will need to have a look at themselves in the mirror and ask themselves if they want to continue in this game after seeing this.Anil - a class and sleek father role.Rashmika - a star is born. A strong performance against a towering Rambir.Bobby - no words. Literally.Shakti Kapoor, Prem Chopra and Suresh Oberoi - legendary cameos.Criticisms:Vanga clearly had a lot of fun with this - almost like a fanboy. He threw everything in the mixer and therefore sometimes hard to keep up with some plot holes (although he edited and cut alot). It felt like there was homage to Tarantino, a bit of Godfather (directly quoted) and Bollywood classics - some times less is more. The Muslims in film felt a bit misplaced and misrepresented (as did other groups). And finally Triptii - super talented actress with clean resumé (all her films worth a watch), but underused and oddly inserted role in my view - some will beg to differ due to the link to the events to come.",positive
1,Endless Discomfort: 3.5 Hours of Cinematic Despair,"The film glorifies mindless violence, coupled with inappropriate humour(if I can even call it humour), and Rashmika's lifeless acting only worsens the experience.I endured the entire movie, hoping for improvement, but my day was ultimately wasted. Unsure how anyone signs up for such movies, sending wrong messages to our generation. Hope this genre fades; discouraging its production is crucial.Bollywood must raise its standards. Casting big stars without a substantial story should be a myth, not reality..Take my advice and save yourself from the trauma the movie gives you.RIP Bollywood.",negative
1,Pathetic movie so far with no story and just violence,Most pathetic movie I have seen. The movie violence is too much and there is no story. Such a shame to watch a disgusting movie like this where women are shown weaker asked to lick the shoes and given no respect. Violence to its highest peak. Nuidity for no reason. In my whole life I never rated any movie but this movie is most pathetic. Its not at all entertaining just love for dad makes him do all non sense things like murder many people and cheat with wife and much more. The acting of Ranbir is good but the story is too bad and lengthy for no reason. Action scene is only 1 or 2 rest all violence.,negative
4,I am not triggered. That was just a BAD movie,"I am not someone who don't like gore. In fact, I don't even blink while watching gore - Saw franchise, Final Destination franchise, Hostel, Friday the 13th, you name it and I have seen it. It is a movie scene and as long as it is required, why not! But Animal, my god, the ""fight"" scenes were overdrawn and stretched so far, for the heck of it and nothing at all. When I heard the insane length of the movie, I was excited. I said to myself ""Woah, a director who is not afraid to keep the length of the movie to truly justify the movie's plot"" but watching it that was not it at all. You could have cut 50% of the movie and not only would have it not made any difference to overall plot (not at all), on the contrary it would have made the movie crispier and I should not have to fight myself from feeling asleep.Cast wise, everyone was wasted except for Ranbir, who did average. I don't think he was about to pull it off in a way I had hoped to, after seeing the nuances he provided in the film Tamasha. Just growing your beard and hair and smoking and killing doesn't capture the essence of the role: I constantly wondered what Ranger Singh and Shahid Kapoor could have done for that role and I am a big Ranbir fan. Anil Kapoor had nothing much to do but whatever he was given, he did okay - but the worst part about his character was not his screen time, but the inconsistency with his character development. They didn't justify why he acted so authoritative in 10 percent of the movie and 90 percent he was like a lost child waiting to be guided. And the most glaring part, Ranbir and he had no father-son category. Bobby Deol, the character I was most excited about - but god oh god, was he wasted. And I don't mean because of his screen time. A compelling character can shine in just few minutes, even seconds. He was just there for a shock value for few seconds. I think the most interesting character and the one who stole the movie was the women lead. She had few things she could really shine on but her screen presence was powerful enough she shone even when she was suppose to be an observer. Don't even get me started on the unrealistic parts of the movies.There are revolutionary directors who are not afraid to push the envelope and risk triggering or even getting backlash for the sake of art because some art does need it. And there's the second kind, who pretend so hard to be the aforementioned type but is clearly not. This director seems to fall on the latter category. And isn't it convenient to blame the audience not liking the movie based on bold scenes!The vulgar jokes didn't piss me off because it was vulgar, it pissed me off that it was put in so many places simply because it is vulgar!The 2 stars is the for the woman lead and the 2 stars is for the first 30 minutes.",negative
1,My biggest problem is not the stupidity,"The movie is glorifying Violence and Misogyny. People who need validation for using guns and thinking they are an ""Alpha"" will get it from this movie. Ranbir Kapoor is truly playing a violent animal but the problem is that the world we are trying to build a civilized society.I regret watching this movie and giving it any money at all. A way to help impressionable children who will inevitably end up watching this garbage and to help the misguided people think this is the right way to live, I urge you to not watch it. Do not become even a tiny part of the success of this movie. I went unaware. You have a choice.",negative
1,"Horrible, Sheer Waste of Time","The movie is a total waste of our valuable 3 hours, as it contains neither a meaningful story, nor fun or entertainment, nor makes any sense. Absolutely unrelatable in today's generation when everyone, young or old, male or female is so mature & progressive. In short, this movie contributes 0%, not even as an entertainer, keep logic at bay. God knows how it earned this huge sum of money, by deceiving people with it's TRP, or the box office collection is actually fake. However, not waiting for it's sequel at all please, thanks to the makers for this torture already, it's no more wanted as a sequel or something.",negative
1,Bad taste! Shame on Ranbir Kapoor and T-Series,"Ranbir Kapoor, Kapoor Family and T-Series should be ashamed of doing this so called blockbuster movie, yes the makers made money out of this Animal, so Congratulations 👏 but they would know internally they made a cringe movie that would hurt some sections, specially women...literally shameful act by T-Series. The directors and actors have a role in shaping up future India, and this film doesn't help.Though the film is A rated, many young kids are watching it as Govt has no proper regulations or control over the screening. It appears Sandeep Reddy needs some mental counseling. Can Rajamouli help?Glad that the movie turned out to be a flop in South states TN, Karnataka and Kerala, proving the maturity levels of audience in these states.",negative
2,Waste of time,"Bad Acting, Bad Screenplay, Bad Plot Like nothing even holds this movie to be notable . I don't get why people love it or even like it to begin with. You can portray violence all you want but even the violence here is forgettable. People praising it for violence clearly hasn't seen any violent films. Unnecessary bad dialogues just to make it appear appetizing for little kids. I knew this movie was going to be bad as soon as I heard the protagonist talk about being ""alpha"" in the first 20 minutes. And It all went downhill after the 1st hour(Doesn't mean the 1st hour was good though). Total Waste of everything. This Film neither offers a good screenplay nor a good acting total nothing. Pure emptiness Didn't even feel anything watching this. There was not even a single scene that could grab my attention. Pathetic Film making. This is not what cinema is meant to be.",negative
1,Worst movie,"Bad influence on the society. The writer and director Sandeep Reddy Vanga ( Kabir Singh )......by just showing bloodshed everywhere, blurred nude scene, angry eyes, hard hitting background music.....you just cannot portray animalistic human
Childhood not being happy and not much care and love received from parents, well, you have picked up the psychological factor correctly for Ranbir's mental state, but as a viewer one will not feel the connection with the actor.Animal proves to be a colossal disappointment that leaves audiences questioning the sanity of its creators lots of critics are giving paid five star or four star reviews do not believe them this movie is nothing but a sob begging for the attention from his billionaire father.",negative
1,Waste of time,The story of the movie is pathetic. No one knows in which direction the movie is going. Only stupid action fight which makes no sense at all. I can't name the cast but some of them has acted terribly. Unnecessarily dialogues which makes no sense to the audience. A complete waste of 3 hr 21 min. I recommend everyone to rather spend time with their loved ones. I was a big fan of RK but now I understood why he is not getting blockbusters. Only smoking has been shown in the whole movie. RK please don't select such kind of story which makes no sense. Your fans must be hurt after watching this movie.,negative
9,Best movie of 2023,"Ranbir had already warned that sensitive and people who get triggered should stay away, yet they went and watched and giving negative ratings. Cinema is to express and instigate emotions and there were no rules set for this. I am more of a fan of Vanga's personality than his movie making skills because he is badass and didn't give a F about critics and audience and post covid made a 3.21hrs long movie with a conviction which deserves all the appreciation. To me Animal was best movie of 2023, it is one of the most unique Indian movie. Only thing I didn't like about the movie was some scenes were not required. Otherwise, it is such an entertaining movie and definitely has a rewatch value. Over the years definitely this movie will get a cult status.",positive
10,This is what a man and son should be,"This is by far the very best role of Ranbir Kapoor; he has forged here an unforgettable character that will go down in the annals of Indian films. His searing portrayal of a fearless, loyal, dedicated son who loves his father above all else in the world is something to behold. He is a force of nature, unstoppable, against all odds, a flame burning so bright it seems destined to burn itself alive. The arc of redemption of a fractured father-son relationship is a hard road, and the lucky few reconcile before death comes calling.Rashmika Mandanna plays the devoted wife, swept away by the sheer power and flame of the Alpha male Vijay, helpless to resist his fiery vision of the world. The immortal evergreen Anil Kapoor plays the fatherly counterpoint, the nexus and purpose of Vijay's life.The action scenes are mind-blowing and satisfying, and you can see the flamboyant touch of the Tollywood director. Humour is used wisely and provides much relief between tense scenes.I was particularly impressed by the fierce indomitable loyalty of Vijay's cousins from the village - any man with such blood defenders can consider himself a king.3 and a half hours went by breathlessly, this was epic filmmaking, modern yet traditional, humble yet arrogant, reverent yet taboo. This is what a man and son should be.",positive
1,Strong disappointment,"It is a horrible movie and has several elements that shows immorality out of the context. What surprises me is how can someone convince so many actors and great people from the past to sign up for something so terrible. This is a big time low for Bollywood and I'm sad to witness it. If you are reading this, I sincerely request you to not watch it. It has all sort of misconduct in a glorified form that is extremely disturbing to watch and consume. I strongly condemn all the actors who were a part of this movie. If I were to undo my watch time, I'd have really take my time back. This is also an effort to bring down the unbelievably high 6 rating to hopefully 1 someday. \m/",negative
8,"Though entertaining, yet very toxic masculinity","Extremely toxic masculinity! But as a movie, it's highly entertaining n very wild. Probably one of the violent movie mostly carved in blood that I have seen which is centred around relationship between a father n a son. There's definitely no law n order in movie. The first half keeps completely hooked n engaged n then gets a little dragged. That climax n preface set for next sequence movie is just stunning. And what was that huge gun machine at the interval? Oops! A crazy movie! This movie for sure set the stardom of Ranbir Kapoor very high. Everybody acted very well. Available in all languages in Netflix. My ratings 8/10!",positive
10,Excellent movie,"There are some movies which stays in our memory till the eternity. This is one such movie, very brave concept and outstanding acting by all. It showcases many underlying truth and reality from our society, which is quite often shove under the carpet as male chauvinism but never understood properly. The build up of the story in the movie, direction, cinematography, background score and least to say the acting has been perfect. Bobby Deol's bollywood career has been reincarnated with his superb screen presence in this movie and this has to be one of the best movie of Ranbir Kapoor. It's time to look beyond the Khan's now and their over hyped projects. I must say Bollywood missed such movies for a long period but it's back with a bang. ANIMAL is a must watch movie.",positive
10,Action and performance - a masterpiece,"Not sure why some idiots are talking about story and plots when there are many Hollywood counterparts and western movies that are just brilliant due to its lead cast performance and the way movie unfolds.Movie could have been shortened.ONE word - once in an era a performance comes out from the lead that stamps on your heart . Remember Agnipath ? Ranbir mind blowing performance in rockstar, where he transformed from fun-loving to a love fanatic ....none other can make that happen ...This movie has him playing to demonstrate psychotic love for his dad. U-mazingly acted. You can feel the craze the emotion through his eyes/glare and just him standing on the screen ...",positive
10,Animal best movie,"Watch the entire film. It's important to watch the whole movie before writing your review, so you have the necessary information to write a thorough, thoughtful piece. If possible, watch the film more than once, taking notes on different aspects, like acting, cinematography, music, theme, and narrative arcs. Upon repeat viewings, new information may come to your attention that influences your opinion, and an epic movie it was. Ranbir and Bobby mass bro psych go watch the film. As December draws to a close, there's no doubt that ""Animal"" has clinched the title of the best movie of 2023. The anticipation was sky-high, fueled by the intriguing trailer that promised a powerful Father and Son bond. However, a word of caution to those planning a family outing - this movie is not for the faint-hearted, with its abundance of bold scenes that might catch you off guard.",positive
1,Ranbir takes a huge dump,As a foreigner watching this film was like multiple pins going in my eyes I could not even look at the screen for long time because of horrendous violence. In a time where three countries are at severe War we need more stories revolving around love and peace and not perpetuating violence anger killing and romanticizing and individuals such as the lead character.They tried to do a lot with adding many kissing scenes which absolutely were cringeworthy with the other actress sex scenes are dull and boring and non-stop wishes violence it's just pathetic I'm not sure how people are liking this film it is the same old story of ranbir kapoor and his character is always having issues with his father and his family blah blah blah blah blah do they not have any new Concepts or ideas and honestly why did Bobby even do this film?,negative
1,Tasteless and Tone deaf,"I do not write reviews for movies, like ever. But watching this movie for so disheartening that I had to do this.The movie is so devoid of a moral compass. While Arjun Reddy had a similar theme, it had some lines it did not cross. Glorifying gun violence in schools !?? SERIOUSLY !!Let me just say this.. it was a bad movie which was made badly. Not much thought to what the central theme was, no consistency to the characters and to top it all off the movie was an excellent example of bad movie making.. the editing, direction and character development were all over the place.Avoid at all costs.",negative
2,Action packed direction less emotional drama,"1. The movie has no cohesive storyline.2. Movie is extra ordinarily extended, duration is 3.15 hours
3. Too much of violence and unnecessary action.4. The acting is really good if you like overstressed emotional violence.5. The thought process should not be applied to this movie, a depressed derogation of female image.6. Action is not natural, sequences mixed from John Wick, KGF 1 and 2, Marriage scene is inspired from Godfather. But that too not creatively copied.7. You can see a glimpse of Thor's belly with same costume and make up as that of Avenger end game.8. Villain and hero have same bodies and same bears styles.9. The plane scenes and mafia style is copied from 365 movie series (available on Netflix)
10. Father who is loved most in the storyline has no opinion or control over his son, that itself breaks the cruz of the story.Watch at your own risk, disturbing violence.",negative
9,"Falling for Ranveer even more , but love is srk","Everything is beyond perfection, I loved it , only thing I don't like is Rasmika , apart from her everything is mass, emotional, importantly the way vanga shows the bond between father & son is so damn emotional & it melt from bottom of my heart,
Also it's so damn good when he formed his own trust worthy boys clud (if u watched then movie then u know wwhat I'm talking about) to prevent anything worse than before.After one more thing is that when those mens came to kill him & his Bros are stating that song to build up his moral and confidence, that was great 👍👍👍👍,
The only thing I'm rateing 9 out of 10 is bcz of Rashmika , nothing else.",positive
1,Cinematic CALAMITY,"In my attempt to watch this movie on NETFLIX today, I found myself unable to endure it, resulting in profound disillusionment and a considerable waste of time. The film emerges as an epitome of misogyny and patriarchy, marked by the use of phrases like 'man's world.' Without a doubt, it stands as a cinematic calamity, and those proclaiming it as a blockbuster require genuine therapeutic intervention. The pervasive tone of the movie is not just disheartening for humans but, ironically, even animals would likely be dismayed by a film bearing their name. The fervent desire to expunge it from my memory underscores the lasting impact of this regrettable viewing experience.",negative
1,An overhyped mess,"This movie is like a stinky garbage bin, you try to cover up the smell with some strong air freshener but we all know that it doesn't work. It feels like a movie that had everything but good plot and some brain cells. I can confidently say that within 10 years we will be making fun of this move. Kabir Singh was a far superior movie as it's story was well structured ignoring the problematic aspects. The Father-Son relationship in this movie was so superfacial, It could be explored more and developed more. Now let's talk about how illogical this movie was, you are killing people like insects, you slaughtered a person in front of a crowd and there is no consequence!!!!no aftermath!!!! No inquiry !!! In real world it doesn't happen. They could at least show that how they are managing the police and press and when it comes to action, some action scenes were totally over the top, unrealistic mess. Violence for the sake of violence, just a short term adrenaline rush that's it. Villains were not well development, felt pretty flat, one dimensional. The music was okay. The only good thing about this movie is Ranbir's and Anil's acting but only acting can not carry a movie with a bad storyline. Remove the violence and poor sexual jokes it will come to the same level as Race 3 as a movie. Violence+Gore+Race 3+K3G= congratulations Animal is born. People who are comparing it with Tarantino's works for them I will say you don't understand movies,and history sorry. Gangs of Wasseypur is a far more violent movie than Animal but everything seemed legit and logical but Animal falls apart when it comes to logic and presentation. And when it comes about misogyny, it totally depends on how you perceive it. If the problematic scenes boost your ego, tickle the sigma male in you then the problem is deep seeded within you.",negative
1,"I was a Ranbir Kapoor fan, not anymore.","I am surprised why an actor who did timeless classics like Wake up Sid, Rocket Singh, Tamasha, Barfi kind of movies did a senseless movie like animal. Amir Khan is right about the violence part. I like action movies too but in this movie it's over the top.There are a lot of fathers in this country who are always busy with the work. It doesn't justify the reckless behavior of the son. Thankfully mothers shape their sons well and create responsible human beings.Last but not the least they have portrayed women as helpless, pawns in the society of men. This is not progressive cinema it's a piece of entertainment which spreads negativity.If you like watching senseless violence, and if your definition of masculinity is a guy with a gun then go and watch this movie.",negative
6,A visceral tale of vengeance with ferocious acting and flaws,"Animal claws its way through the screen, a relentless onslaught of violence and passion fueled by Ranbir Kapoor's electrifying performance as Ranvijay Singh Balbir. Ranvijay, a man whose love for his father burns with both devotion and desperation, finds himself embroiled in a web of vengeance after an attack on Balbir Singh (Anil Kapoor).Kapoor embodies Ranvijay's wildness with a ferocity that's both captivating and unsettling. He sheds his usual charm, transforming into a creature driven by primal instincts and an unwavering loyalty that borders on obsession. This is a career-defining performance, demanding a raw vulnerability and intense rage that Kapoor delivers with unsettling brilliance.The first half of Animal is a whirlwind of action and intrigue. The character introductions, the expertly choreographed action sequences, and the escalating tension kept me on the edge of my seat. The interval sequence explodes with energy, propelled by Harshavardhan Rameshwar's powerful score, leaving you breathless and eager for more.Rashmika Mandanna shines as Geethanjali, Ranvijay's love interest, balancing innocence with a quiet strength that grounds him. Their on-screen chemistry is undeniable, making their tumultuous relationship even more impactful. However, the second half takes a turn into darker territory, exploring the psychological depths of Ranvijay's character. This shift may not resonate with all viewers, especially those looking for a straightforward action-thriller.The film grapples with themes of family, loyalty, and the destructive nature of unchecked rage. While the exploration of these complexities is commendable, the tonal shifts can feel jarring, potentially alienating some audience members. However, the technical aspects remain consistently impressive. The cinematography captures the gritty underbelly of the city, the action sequences are brutal and balletic, and the music adds layers of emotional depth.Animal is a bold and audacious film, demanding its viewers to confront its raw emotions and unflinching violence. Kapoor's powerhouse performance anchors the film, while the first half delivers gripping action and suspense. However, the tonal shifts and psychological exploration in the second half may not appeal to everyone. Ultimately, Animal is a film for those who crave an intense and unconventional experience, one that will leave them exhilarated, disturbed, and deeply reflective.",negative
10,"CULT MOVIE , THE BEST CINEMATIC EXPERIENCE","I have watched this great piece of art 4 times in the movie hall. The mobie never leaves a dull moment , engaging storyline and one of the best cinematic experiences. Ranbir Kapoor is on fire and the intensity on his face speaks volumes in each and every scene of the movie. Undoubtedly the best actor in the country. Amazing music. Best action sequences and the gangster vibe is simply outstanding. The linkage of the story with Punjab and the cousins bond with Ranbir is simply incredible. Songs like Arjan Vailly brings the motivation and energy to the highest level and the action exhibited in this song is supreme.",positive
1,Worst Bollywood movie everrr,"This is the worst Bollywood movie ever. I wasted 4 hours watching this movie. It glorified school shootings, women abuse, cheating and much more. The team should be ashamed of themselves for making such a trash movie. The story was dragged and missing parts.The actions scenes were bad, likely tried to copy South Indian movie action scenes.DO NO WATCH WITJ YOUR FAMILY - too many awkward sex scenes and kissing.One bright part was Bobby Deol's terrific acting as a villain.Once again, the worst movie I have ever watched.Please don't waste your money or time watching this piece of trash movie.",negative
1,This movie is CANCER !! Worst movie of the year !!,"This is a misogynistic movie where the protagonist dominates and beats up his wife , kills people , gets into extra marital affairs , doesn't take care of his children. Cheap directors who don't have any skill make these kind of movies just to earn money . Animal movie has an adverse impact on the society . Horrible movie !! It teaches violence and exacerbates misogynistic attitude .It is shocking to see Ranbir Kapoor who has done movies like Wake Up Sid , Barfi , Yeh Jawani Hai Deewani, is now doing this kind of horrible movies .Such movies can negatively impact the mindset of unaware people in the society .",negative
2,A pisspoor display of bravado.,A pisspoor display of bravado that simply justifies the cliches we are all so acquainted with. A movie that scrambles to find any path in its story. No amount of acting is going to save a story written by a 16 years old adolescent boy hitting puberty for the first time. And why Bollywood tries so hard to cast old AF men as Late 20s-early 30s characters?If they would only spend as much money in writing the story and script than in casting old dudes as post-pubescent protagonists.It's a hilarious movie in a very bad way. The antagonist is non-existent. Feels like all other characters have no significant impact on the story whats-so-ever.,negative
8,The most polarizing Indian movie of 2023,"This is a very controversial movie. Can be easily said as the most polarizing Indian movie of 2023. Some find it misogynistic while others find it liberating.Firstly, two things that are outstanding about the movie are the actors' performance and the Music. Sandeep can be lauded for the fact that he brings the best out of his cast. And he does have a unique style which needs to be appreciated, even though it's not to everyone's taste.But the movie can be easily made a superhit spoof of, if not for the BGM. I was neutral for the most part, which is not a compliment for the movie. But it did elicit feelings of hate during the scenes leading upto the big husband-wife fight scene. Watching Sandeep Reddy Vanga's films makes me feel like he's living through his protagonists lives that he wished to. Not sure if the gore was necessary, but as a woman, can't relate to it. And overall it seemed like he was trying to create an Indian John Wick-esque franchise. So clearly the target audience are men more than women.My takeaway motivation from the movie's story is the pure love of the protagonist and how far an internal fire, stemming from the pure love, can push you.",positive
4,Almost pulled my hair watching it,"With all the hype built around this movie, this is a huge let down. It felt good only in parts and rest of the movie didn't make any sense. Till interval the movie was still watchable, but the 2nd half was absolutely unbearable. It took an absolute miraculous performance by Ranbir that made me sit through it. I don't know why people rate Vanga so high. I couldn't bear 30 mins through Kabir singh, and had it not been Ranbir, i couldn't have watched this one either. I will never understand how movies like Jawan, Gadar 2 & Animal made more than 500cr at Indian box office. Jawan was the worst of the three, a pure cringe fest.",negative
5,Ranbir Kapoor's Stellar Performance Elevates Flawed Narrative: A Masterclass in Acting,"While the narrative, screenplay, and instances of unnecessary violence might fall short in the film, Ranbir Kapoor's performance emerges as an undeniable highlight, breathing life into the character with unparalleled skill and finesse. His acting prowess not only compensates for the plot's shortcomings but also elevates the overall viewing experience to a commendable level.In a cinematic landscape where a compelling performance can salvage a storyline, Kapoor's acting serves as a saving grace. The immersive quality of his portrayal manages to engage the audience, allowing them to overlook the deficiencies in the screenplay.Moreover, as the narrative flaws are set aside, it's essential to applaud the film's musical score. The music not only complements Kapoor's stellar performance but also becomes a character in its own right, enhancing the emotional impact of key scenes. The soundtrack, with its evocative melodies and well-crafted compositions, weaves seamlessly into the fabric of the film, adding an extra layer of depth to the overall cinematic experience.The synergy between Kapoor's acting and the musical elements creates a harmonious blend, enriching the storytelling and allowing the audience to connect with the characters on a visceral level. The emotional resonance achieved through the music serves as a bridge, compensating for any narrative gaps and offering a more immersive viewing journey.Despite the narrative's shortcomings, the film becomes a testament to the transformative power of exceptional acting and a compelling musical score.",negative
2,"GORE, BLOODSHED & LOTS OF MISOGYNY","1st half was okayish. But the 2nd half was utterly nonsense. Come on its 2023 still these kind of movies are being made . Like seriously !! The movie is just a 3 hrs long saga of bloodshed, gore, violence, vulgarity & a lots of misogyny. Film was supposed to show some kind of deep emotion between the father & the son. But it failed to show any emotional connection to that part also. Lots of unnecessary vulgar scenes & nasty dialogues were there.Only few things which I liked were the BGM & the songs. Felt good cinematic experience in very few scenes too.Overall, its a very bad & trashy movie. PLEASE DO NOT GO TO WATCH THE MOVIE WITH YOUR FAMILY its a request if anyone is very inclined to watch it.",negative
8,A masterpiece conceived in a bloody abattoir.,"Animal review :In an interview to certain ""elite"" critic after Kabir Singh's (2019) success, director Sandeep Reddy Vanga had condescendingly requested to not hurry to review his movies. He also warned the critic that he would show ""what violence is"" in his next movie. Well with Animal, Vanga has definitely delivered his promise of violence and made a seemingly critic proof movie as those one or two star reviews don't matter anymore. The film was housefull in a generally empty Sunday morning show at Citylight Cinema, Matunga!!Indeed, Animal is a masterpiece (with its share of flaws) conceived and executed in a bloody abattoir. It is as impactful as that axe crashing the head of Ranbir's opponent. You may like it, hate it but you just can't ignore this movie. Surely!!The basic theme of a neglected son (Ranbir Kapoor) going to any length for his father (Anil Kapoor) bears resemblance to the Sanjay Dutt- Kabir Bedi track in Feroz Khan's not-so-successful Yalgaar (1992). But Vanga chooses to take a different route of highly sadistic violence and blatant male chauvinism. In one scene, Ranbir's character praises his girlfriend (Rashmika Mandanna) pelvis and states she will bear him good children. Ouch!!Expectedly, Vanga extracts outstanding performances from his prime cast. Ranbir Kapoor is extraordinary and his life trajectory, from a school kiddo firing bullets in his sister's classroom to an oldie telling a monkey joke over a glass of whiskey, is simply superb. The actor is truly a delight to watch in every scene!!Anil Kapoor is reliably first rate as the father who finds a criminal in his doting son. Having said that, the reason why he neglects his son right since childhood remains unexplored. Tripti Dimri leaves an impact even in a small role. She has also exposed a lot in that sex scene with Ranbir. Bobby Deol gets just three pivotal scenes and nails it. His mute villain speaks volumes through his fiery eyes. Take a bow, Lord Bobby!! Rashmika Mandanna isn't as bad as the trolling she got after the trailer release. Her role though a main heroine, isn't developed optimally!!On the flipside, the three hours thirty minutes runtime (with interval) gets a bit overbearing as the film's tempo dips at several places in the second half. Vanga's self indulgence leads to certain long drawn scenes particularly the Ranbir-Rashmika verbal duel during Karva Chauth and that entire village sequence where Ranbir goes to recruit his fighter team.Finally, Animal relies heavily on its violence. The blood splurting action sequences are never seen before in Bollywood. You will need nerves of steel to stomach it. The pre-interval carnage in a hotel will leave you flabbergasted. Ditto for the bloodied climax in an airfield!! And in case you feel you have seen it all, please wait for the end credits sequence. The bloodbath ain't over yet in Vanga's world. Theres an Animal Park coming!!Regards,
Sumeet Nadkarni.",positive
3,"If not for Ranbir's acting and a few catchy tones, it's rating would've been in negative","I've seen people saying ""why can't we just let cinema be cinema"", or that ""people go to theatre for few hours of escape, so why don't just let them watch and enjoy?"", or ""don't take movies too seriously, just watch it and move on"".But that's where i get stuck, and I'm talking for many people here. Watching something for 3.5 hours, with all audio and visual effects to enhance your emotions... After this you couldn't just move on and completely be unaffected by what you just saw, or not let it impact you any way.This is especially if you enjoyed some of those 3.5 hours too.You always take a part of something you like with you, consciously or not.Now, this could absolutely be an amazing case study to depict the problems with patriarchy, toxic power, violence, anger issues, lack of self control and rational judgement.But obviously, most people really do go to the theatres for few hours of enjoyment and wouldn't care to put so much of mental energy into filtering good and bad parts of a movie or character, learning the good and consciously leaving out the bad.But not doing so would create a scenario in their brain where the negative traits of a character are almost acceptable, or even ""aplha"". Especially for easily influenced people, like school children or even many adults, it becomes a ""cool"" persona. For people with already the same mentality, it becomes another way to justify themselves.This is drastic for the society, unless viewers realise that along with the action and comedy that they just enjoyed, there were some deeply flawed traits that were glorified.",negative
1,Senseless Movie,Only adult scene and violence. No story. Director is directionless and mindless. I don.t recommend to watch that movie as it only time wasting. I don't know who write that story but please join some other profession so you newer waste other time. Director need to join some type of comedy circus so he can provide some good content. As this movie actions are pointless and certainly a bunch of jokes copied from Hollywood's movies The movie story is so boring and only adult scenes are there so you can be motivated with movie. Absolutory disgusting movie. All the rating given for this movie is paid.,negative
6,Entertaining. The suggestion of a sequel was ridiculous.,"This movie was long. 3h24minutes runtime. Yet, it was interesting and entertaining. There were plenty of plot holes. This is just a mindless entertainer, escapism entertainment. Its violent and gory. Certainly not family entertainment. The last few minutes were completely absurd suggesting a ridiculous sequel. This just spoiled what would have been a very satisfying ending. I hope this sequel is never made, it would just spoil what on its own would have been an excellent entertainer. There was no need to end with this suggestion of a sequel it just spoiled the movie completely. I would have rated this 8 otherwise.",negative
10,Must Watch,"The movie is a masterpiece, action packed with all the ingredients of a superhit. Loved it. Must watch. Ranbir is outstanding, Bobby deol hits the ball out of the park. The action packed movie leaves you glued to your seats. The music is exceptional. Anil kapoor doesn't age. I hope they make part two. The people who complain about length and feminism don't understand the true value of good cinema. I am watching it again it's a bargain. Movies like this are not made again and again. The storyline is intense direction outstanding and screenplay beautifully done. It doesn't hurt any sentiments. It's pure class!",positive
